Date,Price,Open,High,Low,Change %
Jul 01  2001,28.21,26.31,28.29,25.38,7.47%
Jun 24  2001,26.25,26.84,27.49,25.10,-2.16%
Jun 17  2001,26.83,28.44,28.54,25.85,-5.89%
Jun 10  2001,28.51,28.40,29.63,28.40,1.10%
Jun 03  2001,28.20,28.09,28.41,27.27,0.97%
May 27  2001,27.93,28.35,29.05,27.55,-1.59%
May 20  2001,28.38,29.90,30.20,28.10,-5.12%
May 13  2001,29.91,28.58,29.99,28.08,4.76%
May 06  2001,28.55,28.34,28.85,27.05,0.67%
Apr 29  2001,28.36,28.39,29.05,27.37,0.32%
Apr 22  2001,28.27,27.60,28.65,26.75,3.63%
Apr 15  2001,27.28,28.11,29.04,26.80,-3.43%
Apr 08  2001,28.25,27.02,28.84,27.01,4.01%
Apr 01  2001,27.16,26.26,27.69,25.39,3.31%
Mar 25  2001,26.29,27.40,28.04,25.75,-3.70%
Mar 18  2001,27.30,26.85,27.45,25.70,2.09%
Mar 11  2001,26.74,27.92,28.24,26.12,-4.33%
Mar 04  2001,27.95,28.02,29.20,27.97,0.40%
Feb 25  2001,27.84,28.90,29.18,27.16,-4.13%
Feb 18  2001,29.04,29.42,29.57,28.31,-0.41%
Feb 11  2001,29.16,30.90,31.10,28.55,-6.03%
Feb 04  2001,31.03,31.19,31.87,30.06,-0.51%
Jan 28  2001,31.19,29.77,31.27,28.27,4.77%
Jan 21  2001,29.77,32.25,32.70,28.65,-7.52%
Jan 14  2001,32.19,30.30,32.40,29.02,7.12%
Jan 07  2001,30.05,28.12,30.15,26.92,7.51%
Dec 31  2000,27.95,26.90,28.78,26.65,4.29%
Dec 24  2000,26.80,26.20,27.00,25.62,2.37%
Dec 17  2000,26.18,28.93,29.85,25.58,-9.22%
Dec 10  2000,28.84,28.23,30.07,27.54,1.41%
Dec 03  2000,28.44,32.10,32.75,27.85,-11.18%
Nov 26  2000,32.02,35.18,35.69,31.90,-9.55%
Nov 19  2000,35.40,34.98,35.84,34.67,-0.14%
Nov 12  2000,35.45,34.15,35.70,33.92,4.20%
Nov 05  2000,34.02,32.48,34.13,32.10,4.00%
Oct 29  2000,32.71,32.90,33.74,32.10,-0.09%
Oct 22  2000,32.74,33.00,34.08,32.62,-3.71%
Oct 15  2000,34.00,34.79,35.05,32.65,-2.83%
Oct 08  2000,34.99,30.90,37.00,30.86,13.38%
Oct 01  2000,30.86,30.97,32.33,30.19,0.06%
Sep 24  2000,30.84,32.20,32.23,30.20,-5.63%
Sep 17  2000,32.68,35.85,37.80,32.50,-9.02%
Sep 10  2000,35.92,33.60,36.00,32.70,6.81%
Sep 03  2000,33.63,33.68,35.46,33.40,0.75%
Aug 27  2000,33.38,31.96,33.70,31.83,4.21%
Aug 20  2000,32.03,31.91,33.00,31.10,0.13%
Aug 13  2000,31.99,31.03,32.75,30.64,3.13%
Aug 06  2000,31.02,29.91,31.85,28.66,3.54%
Jul 30  2000,29.96,28.17,30.00,27.26,6.32%
Jul 23  2000,28.18,28.51,28.69,27.74,-1.33%
Jul 16  2000,28.56,31.05,32.35,28.51,-9.04%
Jul 09  2000,31.40,29.99,31.60,29.18,3.70%
Jul 02  2000,30.28,31.15,31.40,29.48,-6.83%
Jun 25  2000,32.50,32.26,32.95,31.06,0.78%
Jun 18  2000,32.25,32.10,33.40,30.25,-0.25%
Jun 11  2000,32.33,30.48,33.30,30.27,7.05%
Jun 04  2000,30.20,30.32,30.75,28.90,-0.49%
May 28  2000,30.35,30.00,30.77,28.87,1.17%
May 21  2000,30.00,29.76,30.82,28.35,0.37%
May 14  2000,29.89,29.20,30.48,29.07,0.91%
May 07  2000,29.62,27.30,30.00,27.05,8.54%
Apr 30  2000,27.29,25.55,27.40,25.52,6.02%
Apr 23  2000,25.74,25.95,26.18,24.60,-0.54%
Apr 16  2000,25.88,25.45,27.50,25.00,1.21%
Apr 09  2000,25.57,24.90,25.96,23.70,2.12%
Apr 02  2000,25.04,26.85,27.12,24.85,-8.31%
Mar 26  2000,27.31,27.59,27.61,25.64,-2.53%
Mar 19  2000,28.02,30.71,30.71,27.20,-9.35%
Mar 12  2000,30.91,31.74,32.25,30.13,-1.65%
Mar 05  2000,31.43,31.67,34.70,30.88,-0.25%
Feb 27  2000,31.51,30.20,32.15,29.82,3.82%
Feb 20  2000,30.35,29.20,30.83,28.72,2.85%
Feb 13  2000,29.51,29.44,30.45,29.05,0.24%
Feb 06  2000,29.44,28.71,29.94,27.71,2.15%
Jan 30  2000,28.82,27.10,28.87,26.70,5.88%
Jan 23  2000,27.22,28.23,28.77,26.95,-4.66%
Jan 16  2000,28.55,28.38,30.30,28.05,1.89%
Jan 09  2000,28.02,24.22,28.10,24.02,15.69%
Jan 02  2000,24.22,25.20,25.69,24.15,-5.39%
Dec 26  1999,25.60,26.01,27.02,25.30,-1.04%
Dec 19  1999,25.87,26.74,26.74,25.12,-3.25%
Dec 12  1999,26.74,25.20,27.00,24.90,5.98%
Dec 05  1999,25.23,25.82,26.76,24.60,-2.25%
Nov 28  1999,25.81,26.55,26.55,24.10,-3.94%
Nov 21  1999,26.87,26.14,27.15,26.14,1.17%
Nov 14  1999,26.56,24.90,27.00,24.90,6.62%
Nov 07  1999,24.91,22.94,24.98,22.73,8.30%
Oct 31  1999,23.00,22.00,23.50,21.77,5.75%
Oct 24  1999,21.75,23.45,23.86,21.55,-7.25%
Oct 17  1999,23.45,22.85,23.52,21.80,2.76%
Oct 10  1999,22.82,20.93,23.16,20.55,9.19%
Oct 03  1999,20.90,24.43,24.54,20.71,-14.83%
Sep 26  1999,24.54,24.70,25.12,24.18,-0.89%
Sep 19  1999,24.76,24.77,24.99,23.90,0.16%
Sep 12  1999,24.72,23.50,24.85,23.37,4.97%
Sep 05  1999,23.55,22.04,23.60,21.96,7.05%
Aug 29  1999,22.00,21.35,22.29,21.20,3.43%
Aug 22  1999,21.27,21.88,22.10,20.40,-1.85%
Aug 15  1999,21.67,21.77,21.97,21.18,0.00%
Aug 08  1999,21.67,20.82,21.93,20.76,3.78%
Aug 01  1999,20.88,20.40,20.92,20.10,1.70%
Jul 25  1999,20.53,20.45,21.12,20.09,-0.48%
Jul 18  1999,20.63,20.70,20.70,19.15,0.05%
Jul 11  1999,20.62,19.93,20.70,19.58,3.41%
Jul 04  1999,19.94,19.95,20.25,19.43,1.27%
Jun 27  1999,19.69,18.39,19.70,18.18,9.88%
Jun 20  1999,17.92,18.37,19.10,17.92,-0.39%
Jun 13  1999,17.99,18.52,18.75,17.86,-2.39%
Jun 06  1999,18.43,17.31,18.45,17.28,6.41%
May 30  1999,17.32,16.80,17.38,16.21,2.85%
May 23  1999,16.84,17.35,17.55,16.77,-3.27%
May 16  1999,17.41,17.75,18.00,16.63,-3.49%
May 09  1999,18.04,18.05,18.60,17.33,-0.99%
May 02  1999,18.22,18.50,19.05,17.85,-2.36%
Apr 25  1999,18.66,17.75,18.83,17.45,4.42%
Apr 18  1999,17.87,17.23,18.14,17.21,3.12%
Apr 11  1999,17.33,16.74,17.46,16.12,4.59%
Apr 04  1999,16.57,16.55,17.03,15.61,-0.42%
Mar 28  1999,16.64,16.06,17.05,15.93,4.92%
Mar 21  1999,15.86,14.92,15.89,14.64,4.07%
Mar 14  1999,15.24,14.50,15.55,14.23,5.18%
Mar 07  1999,14.49,13.42,15.11,13.36,8.95%
Feb 28  1999,13.30,12.35,13.50,12.18,8.39%
Feb 21  1999,12.27,11.80,12.80,11.70,4.34%
Feb 14  1999,11.76,11.92,12.19,11.26,-1.01%
Feb 07  1999,11.88,11.81,12.07,11.54,0.68%
Jan 31  1999,11.80,12.79,12.90,11.70,-7.45%
Jan 24  1999,12.75,12.75,12.80,11.95,0.47%
Jan 17  1999,12.69,12.14,12.81,11.72,4.79%
Jan 10  1999,12.11,13.03,13.75,12.06,-7.35%
Jan 03  1999,13.07,12.15,13.25,11.93,8.46%
